plein_id,mission_id,vehicule_id,chauffeur_id,date,litres,montant_fcfa,_anomalie_reelle
FL-004801,MS-005467,WV-IT-660,10027889,2024-01-16,3.2,3184,0
FL-004802,MS-005468,AA-488-QH,10027889,2024-01-16,1.3,1317,0
FL-004803,MS-005469,AA-657-NW,10027889,2024-01-16,4.6,4545,0
FL-004804,MS-005470,AA-973-NW,10027889,2024-01-16,4.2,4109,0
FL-004805,MS-005471,AA-728-NW,10027889,2024-01-16,2.3,2249,0
FL-004806,MS-005472,AA-905-QG,10027889,2024-01-16,3.9,3870,0
FL-004807,MS-005474,AA-897-QG,10027889,2024-01-16,2.7,2643,0
FL-004808,MS-005475,AA-665-QG,10027889,2024-01-16,1.7,1654,0
FL-004809,MS-005476,WV-IT-565,10027889,2024-01-16,8.1,8065,0
FL-004810,MS-005477,WV-IT-662,10027889,2024-01-16,5.3,5288,0
FL-004811,MS-005479,WV-IT-638,10027889,2024-01-16,6.6,6498,0
FL-004812,MS-005480,WV-IT-637,10027889,2024-01-16,6.2,6169,0
FL-004813,MS-005481,AA-296-TE,10027889,2024-01-16,3.5,3423,0
FL-004814,MS-005482,WV-321,10027889,2024-01-16,15.9,15747,0
FL-004815,MS-005484,WVIT-699,10027889,2024-01-16,54.1,53529,0
FL-004816,MS-005485,WVIT-681,10027889,2024-01-16,14.4,14229,0
FL-004817,MS-005486,WV-IT-551,10027889,2024-01-17,33.5,33186,0
FL-004818,MS-005487,WV-IT-534,10027889,2024-01-17,21.4,21182,0
FL-004819,MS-005488,AA-888-QG,10027889,2024-01-17,5.4,5305,0
FL-004820,MS-005490,AA-840-QG,10027889,2024-01-17,3.5,3477,0
FL-004821,MS-005491,AA-126-QX,10027889,2024-01-17,4.7,4691,0
FL-004822,MS-005493,AA-280-QK,10027889,2024-01-17,4.7,4624,0
FL-004823,MS-005494,AA-345-QK,10027889,2024-01-17,5.9,5792,0
FL-004824,MS-005495,AA-288-QK,10027889,2024-01-17,1.3,1292,0
FL-004825,MS-005496,AA-748-NW,10027889,2024-01-17,2.9,2892,0
FL-004826,MS-005498,AA-155-QY,10027889,2024-01-17,2.7,2623,0
FL-004827,MS-005500,WV-IT-685,10027889,2024-01-17,4.9,4851,0
FL-004828,MS-005501,WV-IT-639,10027889,2024-01-17,5.3,5261,0
FL-004829,MS-005502,WV-IT-633,10027889,2024-01-17,2.9,2859,0
FL-004830,MS-005503,WV-IT-604,10027889,2024-01-17,6.5,6387,0
FL-004831,MS-005504,WV-IT-585,10027889,2024-01-17,4.8,4709,0
FL-004832,MS-005505,WV-IT-660,10027889,2024-01-17,8.7,8579,0
FL-004833,MS-005506,WV-IT-684,10027889,2024-01-17,6.2,6171,0
FL-004834,MS-005507,AA-423-NX,10027889,2024-01-17,3.7,3649,0
FL-004835,MS-005508,AA-746-NW,10027889,2024-01-17,1.1,1107,0
FL-004836,MS-005509,AA-752-NW,10027889,2024-01-17,4.3,4251,0
FL-004837,MS-005510,AA-683-NW,10027889,2024-01-17,1.3,1240,0
FL-004838,MS-005512,WV-IT-689,10027889,2024-01-17,3.6,3571,0
FL-004839,MS-005513,AA-858-QG,10027889,2024-01-17,3.3,3286,0
FL-004840,MS-005514,AA-814-QG,10027889,2024-01-17,1.3,1326,0
FL-004841,MS-005515,AA-299-TE,10027889,2024-01-17,7.9,7823,0
FL-004842,MS-005516,WV-IT-565,10027889,2024-01-17,4.2,4124,0
FL-004843,MS-005517,WV-IT-661,10027889,2024-01-17,7.1,7031,0
FL-004844,MS-005518,AA-742-NW,10027889,2024-01-17,5.6,5548,0
FL-004845,MS-005519,AA-733-NW,10027889,2024-01-17,6.6,6562,0
FL-004846,MS-005520,WV-IT-690,10027889,2024-01-17,4.3,4213,0
FL-004847,MS-005521,WV-IT-693,10027889,2024-01-17,8.5,8385,0
FL-004848,MS-005522,AA-290-TE,10027889,2024-01-17,4.3,4290,0
FL-004849,MS-005524,WV-321,10027889,2024-01-17,13.0,12855,0
FL-004850,MS-005525,WVIT-699,10027889,2024-01-17,26.6,26290,0
FL-004851,MS-005526,WVTEST3,10027889,2024-01-18,3.2,3166,0
FL-004852,MS-005527,WV-IT-568,10027889,2024-01-18,16.4,16234,0
FL-004853,MS-005528,WV-IT-575,10027889,2024-01-18,1.7,1715,0
FL-004854,MS-005529,WV-IT-534,10027889,2024-01-18,16.2,16011,0
FL-004855,MS-005530,WV-IT-692,10027889,2024-01-18,12.0,11894,0
FL-004856,MS-005531,AA-840-QG,10027889,2024-01-18,4.5,4501,0
FL-004857,MS-005532,AA-218-QX,10027889,2024-01-18,2.7,2681,0
FL-004858,MS-005533,AA-369-QX,10027889,2024-01-18,1.3,1280,0
FL-004859,MS-005534,WV-IT-571,10027889,2024-01-18,4.5,4436,0
FL-004860,MS-005535,WV-IT-570,10027889,2024-01-18,3.8,3712,0
FL-004861,MS-005536,AA-907-QG,10027889,2024-01-18,3.5,3467,0
FL-004862,MS-005537,AA-908-QG,10027889,2024-01-18,4.5,4455,0
FL-004863,MS-005538,AA-902-QG,10027889,2024-01-18,4.9,4897,0
FL-004864,MS-005539,AA-345-QK,10027889,2024-01-18,1.6,1599,0
FL-004865,MS-005540,AA-945-QX,10027889,2024-01-18,3.4,3343,0
FL-004866,MS-005541,AA-934-QX,10027889,2024-01-18,3.8,3783,0
FL-004867,MS-005542,AA-979-QX,10027889,2024-01-18,3.1,3066,0
FL-004868,MS-005543,AA-951-QX,10027889,2024-01-18,7.1,7072,0
FL-004869,MS-005544,AA-833-RH,10027889,2024-01-18,3.9,3856,0
FL-004870,MS-005545,WV-IT-685,10027889,2024-01-18,3.1,3062,0
FL-004871,MS-005547,WV-IT-602,10027889,2024-01-18,3.7,3662,0
FL-004872,MS-005548,WV-IT-604,10027889,2024-01-18,1.3,1253,0
FL-004873,MS-005549,WV-IT-691,10027889,2024-01-18,33.7,33402,0
FL-004874,MS-005550,WV-IT-529,10027889,2024-01-18,36.6,36207,0
FL-004875,MS-005551,WV-IT-663,10027889,2024-01-18,1.2,1184,0
FL-004876,MS-005552,81787,10027889,2024-01-18,3.4,3413,1
FL-004877,MS-005553,AA-657-NW,10027889,2024-01-18,3.9,3892,0
FL-004878,MS-005554,AA-746-NW,10027889,2024-01-18,7.6,7498,0
FL-004879,MS-005555,AA-973-NW,10027889,2024-01-18,4.9,4812,0
FL-004880,MS-005557,WV-IT-686,10027889,2024-01-18,8.4,8358,0
FL-004881,MS-005558,WV-IT-687,10027889,2024-01-18,4.7,4666,0
FL-004882,MS-005559,AA-853-QG,10027889,2024-01-18,5.1,5012,0
FL-004883,MS-005561,AA-834-QG,10027889,2024-01-18,3.7,3660,0
FL-004884,MS-005562,AA-885-QG,10027889,2024-01-18,3.1,3109,0
FL-004885,MS-005563,AA-814-QG,10027889,2024-01-18,5.1,5092,0
FL-004886,MS-005564,AA-665-QG,10027889,2024-01-18,4.7,4684,0
FL-004887,MS-005565,AA-284-TE,10027889,2024-01-18,5.0,4993,1
FL-004888,MS-005566,WV-IT-661,10027889,2024-01-18,4.9,4823,0
FL-004889,MS-005567,WV-IT-662,10027889,2024-01-18,5.1,5043,0
FL-004890,MS-005568,AA-968-NW,10027889,2024-01-18,6.0,5898,0
FL-004891,MS-005569,987297,10027889,2024-01-18,6.8,6692,0
FL-004892,MS-005570,WV-IT-637,10027889,2024-01-18,4.5,4475,0
FL-004893,MS-005571,AA-290-TE,10027889,2024-01-18,6.8,6723,0
FL-004894,MS-005572,WV-IT-703,10027889,2024-01-18,21.0,20803,0
FL-004895,MS-005574,WVIT-701,10027889,2024-01-18,21.7,21496,0
FL-004896,MS-005575,WVIT-702,10027889,2024-01-18,64.7,64094,0
FL-004897,MS-005576,WV-IT-517,10027889,2024-01-19,23.7,23490,0
FL-004898,MS-005577,WV-IT-680,10027889,2024-01-19,15.4,15203,0
FL-004899,MS-005578,WV-IT-534,10027889,2024-01-19,14.4,14218,0
FL-004900,MS-005579,WV-IT-692,10027889,2024-01-19,14.9,14799,0
FL-004901,MS-005581,AA-865-QG,10027889,2024-01-19,4.0,3981,0
FL-004902,MS-005582,AA-369-QX,10027889,2024-01-19,8.4,8345,0
FL-004903,MS-005583,WV-IT-571,10027889,2024-01-19,5.7,5658,0
FL-004904,MS-005584,AA-340-QK,10027889,2024-01-19,4.0,3964,0
FL-004905,MS-005585,AA-280-QK,10027889,2024-01-19,6.4,6321,0
FL-004906,MS-005587,AA-336-QK,10027889,2024-01-19,5.6,5547,0
FL-004907,MS-005588,AA-170-QY,10027889,2024-01-19,5.5,5427,0
FL-004908,MS-005589,AA-934-QX,10027889,2024-01-19,6.6,6549,0
FL-004909,MS-005590,AA-831-RH,10027889,2024-01-19,6.8,6737,0
FL-004910,MS-005591,WV-IT-636,10027889,2024-01-19,4.8,4746,0
FL-004911,MS-005592,WV-IT-582,10027889,2024-01-19,1.8,1751,0
FL-004912,MS-005593,WV-IT-602,10027889,2024-01-19,3.1,3070,0
FL-004913,MS-005594,WV-IT-529,10027889,2024-01-19,36.4,36009,0
FL-004914,MS-005595,WV-IT-663,10027889,2024-01-19,8.4,8326,0
FL-004915,MS-005596,AA-423-NX,10027889,2024-01-19,5.4,5345,0
FL-004916,MS-005597,AA-425-NX,10027889,2024-01-19,4.3,4214,0
FL-004917,MS-005598,AA-471-NX,10027889,2024-01-19,8.5,8413,0
FL-004918,MS-005599,AA-657-NW,10027889,2024-01-19,2.3,2295,0
FL-004919,MS-005600,AA-752-NW,10027889,2024-01-19,6.9,6781,0
FL-004920,MS-005601,AA-973-NW,10027889,2024-01-19,3.2,3164,0
FL-004921,MS-005602,AA-735-NW,10027889,2024-01-19,2.9,2881,0
FL-004922,MS-005603,AA-728-NW,10027889,2024-01-19,1.1,1050,0
FL-004923,MS-005604,AA-983-NW,10027889,2024-01-19,3.9,3898,0
FL-004924,MS-005605,WV-IT-686,10027889,2024-01-19,4.7,4641,0
FL-004925,MS-005606,WV-IT-689,10027889,2024-01-19,2.0,1976,0
FL-004926,MS-005607,AA-897-QG,10027889,2024-01-19,8.1,8000,0
FL-004927,MS-005609,AA-814-QG,10027889,2024-01-19,3.1,3063,0
FL-004928,MS-005610,WV-IT-662,10027889,2024-01-19,1.9,1856,0
FL-004929,MS-005611,AA-658-NW,10027889,2024-01-19,3.4,3319,0
FL-004930,MS-005614,WVIT694,10027889,2024-01-19,1.3,1312,0
FL-004931,MS-005615,AA-290-TE,10027889,2024-01-19,6.6,6540,0
FL-004932,MS-005616,WV-321,10027889,2024-01-19,2.4,2412,0
FL-004933,MS-005617,WVIT-699,10027889,2024-01-19,22.2,21952,0
FL-004934,MS-005618,AA-892-QG,10027889,2024-01-20,8.0,7937,0
FL-004935,MS-005619,AA-840-QG,10027889,2024-01-20,1.2,1177,0
FL-004936,MS-005620,AA-280-QK,10027889,2024-01-20,5.4,5381,0
FL-004937,MS-005621,AA-748-NW,10027889,2024-01-20,6.3,6234,0
FL-004938,MS-005623,AA-423-NX,10027889,2024-01-20,4.0,3960,0
FL-004939,MS-005624,AA-905-QG,10027889,2024-01-20,5.3,5273,0
FL-004940,MS-005625,WV-IT-638,10027889,2024-01-20,1.3,1270,0
FL-004941,MS-005626,WVIT-700,10027889,2024-01-20,35.1,34707,0
FL-004942,MS-005627,WVIT-681,10027889,2024-01-20,7.4,7311,0
FL-004943,MS-005628,WV-IT-517,10027889,2024-01-21,10.8,10644,0
FL-004944,MS-005629,WV-IT-567,10027889,2024-01-21,31.5,31197,0
FL-004945,MS-005630,AA-840-QG,10027889,2024-01-21,7.5,7407,0
FL-004946,MS-005631,AA-340-QK,10027889,2024-01-21,4.3,4247,0
FL-004947,MS-005633,AA-155-QY,10027889,2024-01-21,5.4,5306,0
FL-004948,MS-005634,AA-286-TE,10027889,2024-01-21,4.8,4708,0
FL-004949,MS-005635,AA-853-QG,10027889,2024-01-21,6.3,6239,0
FL-004950,MS-005636,WV-IT-661,10027889,2024-01-21,5.0,4935,0
FL-004951,MS-005637,WV-IT-662,10027889,2024-01-21,4.0,3965,0
FL-004952,MS-005638,AA-658-NW,10027889,2024-01-21,1.2,1201,0
FL-004953,MS-005639,WVIT-700,10027889,2024-01-21,27.0,26769,0
FL-004954,MS-005640,WVIT-576,10027889,2024-01-21,43.6,43188,1
FL-004955,MS-005641,WV-IT-569,10027889,2024-01-22,27.4,27133,0
FL-004956,MS-005642,WV-IT-568,10027889,2024-01-22,22.4,22174,0
FL-004957,MS-005644,AA-846-QG,10027889,2024-01-22,3.8,3761,0
FL-004958,MS-005645,AA-881-QG,10027889,2024-01-22,2.8,2805,0
FL-004959,MS-005646,AA-892-QG,10027889,2024-01-22,6.7,6594,0
FL-004960,MS-005647,AA-240-PJ,10027889,2024-01-22,4.5,4482,0
FL-004961,MS-005648,AA-737-NW,10027889,2024-01-22,4.3,4257,0
FL-004962,MS-005649,AA-907-QG,10027889,2024-01-22,3.6,3584,0
FL-004963,MS-005650,AA-902-QG,10027889,2024-01-22,1.2,1235,0
FL-004964,MS-005651,AA-340-QK,10027889,2024-01-22,5.0,4942,0
FL-004965,MS-005652,AA-345-QK,10027889,2024-01-22,3.7,3625,0
FL-004966,MS-005653,AA-170-QY,10027889,2024-01-22,4.4,4315,0
FL-004967,MS-005654,AA-949-QX,10027889,2024-01-22,2.2,2159,0
FL-004968,MS-005656,AA-831-RH,10027889,2024-01-22,3.3,3277,0
FL-004969,MS-005657,WV-IT-574,10027889,2024-01-22,23.6,23320,0
FL-004970,MS-005658,WV-IT-582,10027889,2024-01-22,1.5,1493,0
FL-004971,MS-005659,WV-IT-602,10027889,2024-01-22,4.6,4507,0
FL-004972,MS-005660,WV-IT-578,10027889,2024-01-22,6.8,6691,0
FL-004973,MS-005661,WV-IT-604,10027889,2024-01-22,1.9,1895,0
FL-004974,MS-005662,WV-IT-603,10027889,2024-01-22,5.0,4954,0
FL-004975,MS-005663,WV-IT-529,10027889,2024-01-22,50.9,50413,0
FL-004976,MS-005666,81787,10027889,2024-01-22,4.6,4601,0
FL-004977,MS-005670,AA-728-NW,10027889,2024-01-22,2.5,2447,0
FL-004978,MS-005671,WV-IT-686,10027889,2024-01-22,8.8,8683,0
FL-004979,MS-005674,AA-885-QG,10027889,2024-01-22,1.6,1551,0
FL-004980,MS-005675,AA-665-QG,10027889,2024-01-22,2.9,2907,0
FL-004981,MS-005676,AA-299-TE,10027889,2024-01-22,6.0,5917,0
FL-004982,MS-005677,AA-742-NW,10027889,2024-01-22,4.7,4686,0
FL-004983,MS-005678,AA-968-NW,10027889,2024-01-22,6.5,6475,0
FL-004984,MS-005679,987298,10027889,2024-01-22,4.8,4768,0
FL-004985,MS-005680,WV-IT-637,10027889,2024-01-22,5.0,4937,0
FL-004986,MS-005683,WV-321,10027889,2024-01-22,10.8,10716,0
FL-004987,MS-005684,WVIT-702,10027889,2024-01-22,41.0,40639,0
FL-004988,MS-005685,WV-IT-517,10027889,2024-01-23,15.7,15518,0
FL-004989,MS-005686,WV-IT-567,10027889,2024-01-23,25.2,24920,0
FL-004990,MS-005687,WV-IT-534,10027889,2024-01-23,28.5,28253,0
FL-004991,MS-005688,WV-IT-514,10027889,2024-01-23,39.4,39019,0
FL-004992,MS-005689,WV-IT-692,10027889,2024-01-23,16.2,16068,0
FL-004993,MS-005690,AA-888-QG,10027889,2024-01-23,3.9,3825,0
FL-004994,MS-005693,AA-240-PJ,10027889,2024-01-23,1.6,1542,0
FL-004995,MS-005694,AA-126-QX,10027889,2024-01-23,8.5,8429,0
FL-004996,MS-005696,AA-903-QG,10027889,2024-01-23,1.2,1233,0
FL-004997,MS-005697,AA-902-QG,10027889,2024-01-23,5.7,5597,0
FL-004998,MS-005698,AA-336-QK,10027889,2024-01-23,1.9,1883,0
FL-004999,MS-005699,AA-170-QY,10027889,2024-01-23,5.3,5230,0
FL-005000,MS-005700,AA-949-QX,10027889,2024-01-23,5.6,5508,0
FL-005001,MS-005701,AA-945-QX,10027889,2024-01-23,4.4,4374,0
FL-005002,MS-005702,AA-934-QX,10027889,2024-01-23,4.8,4754,0
FL-005003,MS-005703,AA-831-RH,10027889,2024-01-23,1.8,1732,0
FL-005004,MS-005704,AA-833-RH,10027889,2024-01-23,1.2,1231,0
FL-005005,MS-005705,WV-IT-574,10027889,2024-01-23,7.4,7366,0
FL-005006,MS-005706,WV-IT-633,10027889,2024-01-23,5.6,5532,0
FL-005007,MS-005707,WV-IT-602,10027889,2024-01-23,6.5,6461,0
FL-005008,MS-005708,WV-IT-579,10027889,2024-01-23,4.4,4396,0
FL-005009,MS-005709,WV-IT-529,10027889,2024-01-23,22.3,22039,0
FL-005010,MS-005710,WV-IT-564,10027889,2024-01-23,44.0,43526,0
FL-005011,MS-005712,WV-IT-664,10027889,2024-01-23,4.0,3981,0
FL-005012,MS-005713,WV-IT-665,10027889,2024-01-23,3.2,3186,0
FL-005013,MS-005714,81787,10027889,2024-01-23,3.8,3750,0
FL-005014,MS-005715,AA-657-NW,10027889,2024-01-23,4.9,4844,0
FL-005015,MS-005716,AA-746-NW,10027889,2024-01-23,4.6,4587,0
FL-005016,MS-005717,AA-752-NW,10027889,2024-01-23,2.3,2300,0
FL-005017,MS-005718,AA-735-NW,10027889,2024-01-23,7.2,7151,0
FL-005018,MS-005719,AA-728-NW,10027889,2024-01-23,6.0,5956,0
FL-005019,MS-005720,AA-683-NW,10027889,2024-01-23,4.1,4016,0
FL-005020,MS-005721,WV-IT-686,10027889,2024-01-23,8.2,8074,0
FL-005021,MS-005722,WV-IT-689,10027889,2024-01-23,2.5,2492,0
FL-005022,MS-005723,AA-905-QG,10027889,2024-01-23,2.6,2619,0
FL-005023,MS-005725,AA-968-NW,10027889,2024-01-23,3.8,3758,0
FL-005024,MS-005727,987297,10027889,2024-01-23,5.4,5331,0
FL-005025,MS-005728,WVIT694,10027889,2024-01-23,32.1,31762,0
FL-005026,MS-005729,AA-290-TE,10027889,2024-01-23,4.9,4816,0
FL-005027,MS-005730,WVIT-576,10027889,2024-01-23,1.3,1272,0
FL-005028,MS-005732,WVIT-699,10027889,2024-01-23,29.0,28666,0
FL-005029,MS-005733,WV-IT-567,10027889,2024-01-24,11.5,11357,0
FL-005030,MS-005734,AA-210-PJ,10027889,2024-01-24,3.2,3213,0
FL-005031,MS-005735,AA-126-QX,10027889,2024-01-24,3.3,3294,0
FL-005032,MS-005736,AA-907-QG,10027889,2024-01-24,5.8,5773,0
FL-005033,MS-005737,AA-336-QK,10027889,2024-01-24,3.6,3523,0
FL-005034,MS-005738,AA-170-QY,10027889,2024-01-24,3.4,3324,0
FL-005035,MS-005741,AA-155-QY,10027889,2024-01-24,5.0,4993,0
FL-005036,MS-005742,AA-728-RH,10027889,2024-01-24,4.1,4052,0
FL-005037,MS-005743,AA-831-RH,10027889,2024-01-24,3.2,3133,0
FL-005038,MS-005744,WV-IT-639,10027889,2024-01-24,2.6,2571,0
FL-005039,MS-005748,WV-IT-578,10027889,2024-01-24,3.5,3440,0
FL-005040,MS-005749,WV-IT-599,10027889,2024-01-24,1.2,1178,0
FL-005041,MS-005750,WV-IT-604,10027889,2024-01-24,1.3,1322,0
FL-005042,MS-005751,WV-IT-585,10027889,2024-01-24,4.2,4184,1
FL-005043,MS-005752,WV-IT-529,10027889,2024-01-24,47.4,46904,0
FL-005044,MS-005753,WV-IT-564,10027889,2024-01-24,21.6,21379,0
FL-005045,MS-005755,AA-423-NX,10027889,2024-01-24,2.2,2154,0
FL-005046,MS-005756,AA-746-NW,10027889,2024-01-24,4.2,4179,0
FL-005047,MS-005757,AA-286-TE,10027889,2024-01-24,3.5,3464,0
FL-005048,MS-005758,AA-891-QG,10027889,2024-01-24,1.2,1219,0
FL-005049,MS-005759,AA-885-QG,10027889,2024-01-24,1.3,1259,0
FL-005050,MS-005760,AA-665-QG,10027889,2024-01-24,4.7,4667,0
FL-005051,MS-005761,AA-742-NW,10027889,2024-01-24,4.4,4402,0
FL-005052,MS-005762,WV-IT-690,10027889,2024-01-24,3.9,3842,0
FL-005053,MS-005763,987298,10027889,2024-01-24,5.4,5305,0
FL-005054,MS-005764,WV-IT-703,10027889,2024-01-24,6.1,6040,0
FL-005055,MS-005765,WV-321,10027889,2024-01-24,14.8,14678,0
FL-005056,MS-005767,WV-IT-517,10027889,2024-01-25,16.3,16109,0
FL-005057,MS-005768,WV-IT-551,10027889,2024-01-25,21.6,21353,0
FL-005058,MS-005769,AA-881-QG,10027889,2024-01-25,5.1,5059,0
FL-005059,MS-005770,AA-218-QX,10027889,2024-01-25,3.7,3649,0
FL-005060,MS-005771,AA-210-PJ,10027889,2024-01-25,3.5,3507,0
FL-005061,MS-005772,AA-369-QX,10027889,2024-01-25,3.3,3267,0
FL-005062,MS-005774,AA-737-NW,10027889,2024-01-25,3.8,3724,0
FL-005063,MS-005775,WV-IT-570,10027889,2024-01-25,7.4,7357,0
FL-005064,MS-005776,AA-908-QG,10027889,2024-01-25,6.4,6338,0
FL-005065,MS-005777,AA-902-QG,10027889,2024-01-25,4.0,3952,0
FL-005066,MS-005779,AA-278-QK,10027889,2024-01-25,5.9,5867,0
FL-005067,MS-005781,AA-373-QK,10027889,2024-01-25,6.1,6015,0
FL-005068,MS-005783,AA-739-NW,10027889,2024-01-25,1.8,1812,0
FL-005069,MS-005784,AA-744-NW,10027889,2024-01-25,14.1,14008,1
FL-005070,MS-005785,AA-170-QY,10027889,2024-01-25,2.0,1987,0
FL-005071,MS-005786,AA-951-QX,10027889,2024-01-25,2.6,2537,0
FL-005072,MS-005787,AA-833-RH,10027889,2024-01-25,2.9,2865,0
FL-005073,MS-005788,WV-IT-599,10027889,2024-01-25,4.6,4600,0
FL-005074,MS-005789,WV-IT-663,10027889,2024-01-25,3.9,3910,0
FL-005075,MS-005792,AA-425-NX,10027889,2024-01-25,8.2,8120,0
FL-005076,MS-005793,WV-IT-687,10027889,2024-01-25,1.5,1532,0
FL-005077,MS-005794,AA-286-TE,10027889,2024-01-25,2.9,2857,0
FL-005078,MS-005795,AA-853-QG,10027889,2024-01-25,2.7,2632,0
FL-005079,MS-005796,AA-905-QG,10027889,2024-01-25,5.6,5588,0
FL-005080,MS-005797,AA-897-QG,10027889,2024-01-25,4.2,4110,0
FL-005081,MS-005798,AA-834-QG,10027889,2024-01-25,7.1,7028,0
FL-005082,MS-005799,AA-814-QG,10027889,2024-01-25,1.4,1385,0
FL-005083,MS-005801,WV-IT-565,10027889,2024-01-25,4.0,3991,0
FL-005084,MS-005802,987298,10027889,2024-01-25,3.7,3699,0
FL-005085,MS-005803,WV-321,10027889,2024-01-25,35.2,34860,0
FL-005086,MS-005804,WV-IT-680,10027889,2024-01-26,11.0,10885,0
FL-005087,MS-005805,WV-IT-552,10027889,2024-01-26,35.5,35101,1
FL-005088,MS-005806,WV-IT-575,10027889,2024-01-26,51.4,50911,0
FL-005089,MS-005808,AA-210-PJ,10027889,2024-01-26,1.3,1311,0
FL-005090,MS-005809,AA-242-PJ,10027889,2024-01-26,3.2,3205,0
FL-005091,MS-005810,AA-369-QX,10027889,2024-01-26,6.9,6799,0
FL-005092,MS-005811,AA-902-QG,10027889,2024-01-26,4.3,4290,0
FL-005093,MS-005812,AA-340-QK,10027889,2024-01-26,2.7,2635,0
FL-005094,MS-005813,AA-288-QK,10027889,2024-01-26,5.0,4934,0
FL-005095,MS-005814,AA-949-QX,10027889,2024-01-26,6.8,6698,0
FL-005096,MS-005815,AA-945-QX,10027889,2024-01-26,6.2,6095,0
FL-005097,MS-005816,AA-941-QX,10027889,2024-01-26,2.3,2312,0
FL-005098,MS-005817,AA-155-QY,10027889,2024-01-26,5.6,5522,0
FL-005099,MS-005818,WV-IT-685,10027889,2024-01-26,2.3,2238,0
FL-005100,MS-005819,WV-IT-639,10027889,2024-01-26,4.6,4520,0
FL-005101,MS-005820,WV-IT-578,10027889,2024-01-26,2.2,2161,0
FL-005102,MS-005821,WV-IT-599,10027889,2024-01-26,3.9,3885,0
FL-005103,MS-005822,AA-471-NX,10027889,2024-01-26,7.1,6999,0
FL-005104,MS-005823,AA-657-NW,10027889,2024-01-26,4.9,4828,0
FL-005105,MS-005824,AA-683-NW,10027889,2024-01-26,8.5,8403,1
FL-005106,MS-005825,AA-983-NW,10027889,2024-01-26,2.6,2556,0
FL-005107,MS-005826,AA-891-QG,10027889,2024-01-26,7.9,7815,0
FL-005108,MS-005827,AA-858-QG,10027889,2024-01-26,2.0,2027,0
FL-005109,MS-005828,AA-814-QG,10027889,2024-01-26,6.5,6388,1
FL-005110,MS-005829,AA-665-QG,10027889,2024-01-26,4.8,4702,0
FL-005111,MS-005831,AA-968-NW,10027889,2024-01-26,1.9,1859,1
FL-005112,MS-005832,987298,10027889,2024-01-26,6.1,5996,0
FL-005113,MS-005834,WVIT-700,10027889,2024-01-26,51.1,50561,0
FL-005114,MS-005835,WVIT-702,10027889,2024-01-26,27.2,26908,0
FL-005115,MS-005836,WV-IT-692,10027889,2024-01-27,12.1,11946,0
FL-005116,MS-005837,WV-IT-571,10027889,2024-01-27,3.8,3785,0
FL-005117,MS-005838,AA-903-QG,10027889,2024-01-27,3.7,3618,0
FL-005118,MS-005839,AA-345-QK,10027889,2024-01-27,4.5,4466,0
FL-005119,MS-005840,AA-941-QX,10027889,2024-01-27,4.9,4844,0
FL-005120,MS-005841,AA-951-QX,10027889,2024-01-27,4.6,4516,0
FL-005121,MS-005842,WV-IT-639,10027889,2024-01-27,3.9,3867,0
FL-005122,MS-005844,AA-891-QG,10027889,2024-01-27,1.2,1173,0
FL-005123,MS-005845,AA-665-QG,10027889,2024-01-27,3.2,3181,0
FL-005124,MS-005846,987297,10027889,2024-01-27,4.9,4841,0
FL-005125,MS-005847,WV-IT-637,10027889,2024-01-27,2.2,2180,0
FL-005126,MS-005848,WVIT-576,10027889,2024-01-27,19.1,18911,0
FL-005127,MS-005849,WVIT-701,10027889,2024-01-27,38.5,38145,0
FL-005128,MS-005850,WV-IT-680,10027889,2024-01-28,22.3,22100,0
FL-005129,MS-005851,WV-IT-534,10027889,2024-01-28,27.6,27327,0
FL-005130,MS-005852,AA-846-QG,10027889,2024-01-28,5.2,5131,0
FL-005131,MS-005853,AA-218-QX,10027889,2024-01-28,5.5,5431,0
FL-005132,MS-005854,AA-903-QG,10027889,2024-01-28,4.2,4132,0
FL-005133,MS-005855,AA-902-QG,10027889,2024-01-28,4.2,4168,0
FL-005134,MS-005856,AA-833-RH,10027889,2024-01-28,1.8,1791,0
FL-005135,MS-005857,WV-IT-582,10027889,2024-01-28,1.5,1494,0
FL-005136,MS-005858,AA-746-NW,10027889,2024-01-28,4.0,3953,0
FL-005137,MS-005859,AA-891-QG,10027889,2024-01-28,5.4,5362,0
FL-005138,MS-005860,AA-665-QG,10027889,2024-01-28,2.8,2774,0
FL-005139,MS-005861,AA-658-NW,10027889,2024-01-28,4.3,4279,0
FL-005140,MS-005862,WV-IT-517,10027889,2024-01-29,10.2,10139,0
FL-005141,MS-005863,WV-IT-551,10027889,2024-01-29,15.3,15165,0
FL-005142,MS-005864,WV-IT-575,10027889,2024-01-29,22.1,21909,0
FL-005143,MS-005865,WV-IT-514,10027889,2024-01-29,23.4,23166,0
FL-005144,MS-005867,AA-888-QG,10027889,2024-01-29,5.4,5359,0
FL-005145,MS-005868,AA-881-QG,10027889,2024-01-29,5.1,5001,0
FL-005146,MS-005870,AA-218-QX,10027889,2024-01-29,3.1,3021,1
FL-005147,MS-005872,AA-240-PJ,10027889,2024-01-29,3.6,3531,0
FL-005148,MS-005873,WV-IT-571,10027889,2024-01-29,2.6,2588,0
FL-005149,MS-005874,AA-903-QG,10027889,2024-01-29,2.1,2046,0
FL-005150,MS-005875,AA-908-QG,10027889,2024-01-29,1.5,1472,0
